Lunghezza del periodo minimo con n = 100
100
97
100
99
99
99
100
98
98
99
93
98
100
98
100
99
100
99
99
97
99
93
99
98
100
97
100
100
99
98
100
93
99
97
99
98
93
99
97
100
99
99
97
99
99
98
99
99
99
99
98
97
100
96
98
100
99
98
99
96
98
98
99
97
100
94
98
100
97
96
97
98
97
98
100
100
99
99
96
96
97
99
99
100
97
99
99
99
94
100
95
100
100
98
100
100
100
98
100
100
99
99
99
99
96
100
96
97
98
99
100
100
98
99
98
99
97
100
97
99
96
100
98
99
97
100
99
97
98
99
95
100
96
97
97
100
96
100
100
90
100
100
98
100
99
100
99
98
99
98
99
100
100
98
98
100
97
97
99
98
99
96
98
96
98
99
98
97
96
99
98
99
99
97
100
97
98
97
97
100
100
95
98
100
100
99
100
100
100
100
100
100
97
93
100
100
97
99
95
98
100
96
99
92
100
100
97
99
99
99
99
98
100
95
97
99
93
100
99
98
97
97
99
97
98
99
100
100
97
100
99
99
99
99
98
96
98
99
97
97
100
100
100
100
95
99
100
99
100
97
99
99
100
98
100
97
100
96
97
96
100
100
97
98
99
93
95
99
99
100
97
96
98
95
97
99
100
95
99
98
100
99
99
94
96
99
99
99
99
99
98
100
97
99
99
98
96
99
100
98
99
100
98
96
100
98
98
99
99
96
97
97
97
99
99
100
98
100
93
100
97
99
98
97
99
99
97
99
100
98
98
98
99
98
100
100
96
95
99
96
96
97
98
95
98
96
96
100
99
100
99
100
97
99
98
100
100
99
99
100
98
100
98
99
95
98
97
98
97
98
98
99
99
99
98
99
100
98
94
100
99
100
97
98
98
100
98
97
100
96
97
99
99
97
98
100
99
98
98
98
97
97
99
100
97
96
100
98
99
97
99
100
100
100
96
99
94
98
98
99
99
100
97
91
95
99
100
99
96
98
96
100
93
99
98
96
100
100
100
92
99
99
100
98
99
99
100
100
98
99
99
99
100
98
99
96
100
98
98
98
95
94
98
100
96
98
99
96
100
96
99
100
99
98
99
100
99
99
99
100
99
99
98
96
99
100
99
95
100
97
98
98
93
95
98
97
100
99
98
99
99
97
99
99
99
97
99
97
100
98
99
100
100
98
99
100
100
99
99
99
98
100
98
99
97
98
98
100
100
97
100
98
99
100
100
99
98
100
98
99
99
97
97
98
98
95
100
98
97
97
97
100
100
100
100
95
99
99
98
100
100
100
98
100
94
96
100
100
99
95
100
100
100
99
100
100
99
99
97
99
96
100
98
99
98
100
100
100
97
100
100
98
100
99
98
100
92
98
99
99
99
98
100
97
100
99
95
100
99
98
100
99
94
99
97
98
98
100
91
99
100
99
95
99
97
99
99
99
99
98
98
91
99
98
88
99
98
97
99
98
99
100
100
99
100
94
98
100
96
100
98
100
96
99
97
96
98
96
100
98
100
98
93
99
99
98
97
100
98
97
99
99
98
100
99
100
100
98
95
99
92
100
99
100
99
98
97
99
97
97
97
99
97
98
100
99
96
99
96
99
98
99
98
99
100
100
100
99
98
99
97
99
98
99
92
99
100
100
98
98
98
97
96
100
100
96
100
96
100
95
100
97
100
97
99
99
99
96
97
95
100
99
97
100
99
100
100
99
99
95
98
100
96
99
98
98
99
99
97
99
100
99
100
94
97
95
99
99
100
97
98
95
97
100
99
99
96
97
97
96
98
99
97
96
100
97
99
98
100
99
99
98
100
99
98
98
99
99
99
99
99
98
99
98
94
98
96
98
99
99
100
100
98
98
99
100
100
99
100
98
99
100
99
100
98
99
97
94
100
96
100
100
97
99
99
99
99
99
98
100
100
98
100
98
100
100
99
99
100
99
97
97
100
92
100
97
96
98
99
99
99
98
99
100
100
100
99
100
93
98
98
97
99
99
100
100
99
99
95
96
98
96
100
99
100
100
99
99
100
97
100
100
99
98
98
99
97
98
98
100
100
99
100
99
99
99
93
95
99
98
98
97
99
98
98
97
100
96
100
100
99
98
100
98
99
100
98
100
100
90
100
100
99
100
96
98
100
99
98
98
99
99
100
98
97
97
97
96
99
100
99
98
99
98
98
97
98
100
100
100
99
98
99
100
99
98
100
98
99
99
99
100
95
99
100
100
99
99
96
100
98
98
97
99
100
99
98
100
100
97
95
95
99
100
92
99
100
99
99
100
98
100
97
100
98
99
100
98
94
98
95
99
97
96
96
99
99
100
96
97
99
98
97
99
96
99
100
100
96
94
92
96
100
100
100
97
98
97
96
99
98
95
99
100
99
98
98
99
99
100
98
99
99
99
98
100
100
98
99
98
98
97
98
98
96
93
96
99
99
100
99
99
96
98
99
100
100
100
97
98
94
99
100
97
100
100
99
100
96
96
100
99
99
99
98
100
99
100
99
100
98
99
99
98
99
99
97
97
99
99
98
99
92
99
99
99
97
96
97
93
100
99
100
100
99
100
99
97
99
99
100
99
99
99
100
97
100
100
93
98
99
100
99
99
99
99
99
99
99
99
95
99
100
99
97
98
97
98
95
97
97
100
99
100
99
98
100
98
99
100
100
98
98
98
99
99
94
97
99
97
97
100
96
99
100
99
100
99
97
99
99
100
98
99
96
100
98
94
99
98
99
100
99
99
98
96
94
100
99
98
98
97
99
99
100
100
100
99
99
98
97
100
100
96
99
98
99
100
97
100
98
98
99
99
98
97
98
98
100
97
98
99
100
99
100
100
99
94
100
100
96
100
98
100
96
100
96
100
95
100
100
100
100
98
99
100
99
96
98
100
100
100
95
100
99
97
98
99
97
100
98
92
98
98
100
100
99
98
99
100
98
97
95
98
100
97
99
99
100
100
98
100
94
99
98
98
99
91
99
99
96
99
99
100
99
90
98
100
98
100
100
100
98
100
99
97
99
100
98
98
99
99
92
97
100
99
100
100
98
100
100
95
100
98
99
99
100
100
91
94
98
98
100
99
98
99
100
98
98
99
99
98
98
98
98
98
99
99
96
99
94
95
100
94
99
99
99
100
99
98
96
99
98
99
98
99
98
99
91
93
99
98
97
99
100
97
96
100
100
98
98
99
98
99
98
95
100
99
99
98
99
97
97
97
93
99
98
100
100
98
99
98
98
100
99
98
98
97
100
99
99
94
98
98
98
100
99
98
98
99
100
100
98
97
97
98
100
96
96
100
96
100
96
98
98
99
98
99
99
99
99
100
100
100
100
97
100
99
100
99
100
100
100
98
100
97
99
99
96
100
99
96
99
99
98
99
96
95
96
97
98
99
99
98
99
95
98
100
99
99
100
98
98
97
98
99
100
98
98
99
96
96
99
99
98
99
96
100
98
97
98
97
97
99
98
100
98
92
100
99
100
92
97
100
100
98
100
100
99
98
97
96
99
100
100
96
100
97
93
99
98
95
98
98
100
96
99
99
97
98
99
98
100
97
98
100
98
98
100
99
100
96
97
99
100
96
99
96
99
98
97
100
98
98
99
97
100
100
99
99
100
100
98
98
98
97
100
100
100
98
100
95
97
96
100
99
100
99
99
95
99
99
100
98
100
98
98
96
97
96
99
96
100
100
100
93
97
99
99
97
97
96
97
98
98
100
97
99
99
98
98
100
100
98
99
98
99
98
99
99
100
97
100
99
100
97
99
98
96
100
98
98
98
99
100
96
100
96
100
99
99
99
99
97
100
100
100
96
99
98
99
97
100
100
100
96
95
99
97
99
99
99
95
97
98
97
96
98
100
100
99
97
96
99
98
99
99
97
99
100
97
98
98
99
99
99
97
99
100
99
97
100
99
100
99
100
99
100
99
100
99
99
98
99
99
100
99
97
93
98
95
97
100
99
99
98
100
98
99
96
99
96
99
96
99
96
98
99
97
98
100
100
100
99
99
100
100
100
98
100
98
98
96
100
100
98
99
99
100
98
97
99
98
99
100
99
99
100
98
97
91
98
95
99
90
100
96
97
99
94
96
98
100
99
98
97
96
100
99
100
98
98
98
99
100
97
99
97
98
98
97
100
99
100
100
100
100
97
98
99
100
96
100
100
99
99
100
99
99
98
97
97
99
98
99
100
97
100
100
99
100
97
100
98
99
97
99
96
97
97
95
99
100
95
99
97
100
98
97
99
99
98
95
100
99
100
100
97
98
99
97
98
100
100
99
100
99
98
100
100
97
97
100
95
98
100
100
99
100
97
89
99
100
98
99
98
100
99
98
99
99
100
99
98
98
96
100
99
100
100
99
98
97
100
100
98
100
97
97
99
98
95
93
97
99
97
98
100
96
99
98
94
100
96
100
98
99
99
99
97
100
94
100
100
100
99
99
99
99
97
100
99
98
98
99
97
99
99
100
98
99
98
99
98
98
100
97
96
100
98
96
98
99
99
92
99
97
97
99
98
99
97
99
99
99
96
99
99
98
100
98
98
97
100
98
98
100
98
96
99
99
99
97
99
99
98
98
97
100
97
99
100
100
100
100
97
99
100
99
100
99
96
97
99
98
98
100
98
98
99
98
100
100
97
100
97
99
97
100
98
100
100
98
99
90
99
96
93
99
100
100
96
98
96
98
99
100
99
100
96
99
99
100
99
100
96
99
98
99
98
99
99
98
100
96
100
99
97
100
99
100
97
100
92
99
100
99
100
98
99
98
98
100
99
98
100
96
93
99
99
97
98
100
100
96
100
98
96
98
98
100
100
99
97
97
98
99
98
100
99
99
98
99
99
96
99
98
100
99
99
99
100
100
100
99
98
100
97
100
99
99
100
99
97
99
99
97
99
99
100
100
100
98
97
99
98
97
99
100
97
99
97
99
100
95
98
100
99
99
100
99
99
100
99
99
99
100
99
98
98
100
100
99
100
97
98
98
100
98
97
93
98
100
98
95
99
99
97
99
100
98
99
98
98
99
98
98
97
99
100
97
99
99
98
98
99
98
100
100
98
98
98
94
98
97
100
99
99
97
99
100
100
100
99
98
99
100
98
99
99
99
100
98
99
98
100
99
99
98
100
98
97
100
96
98
99
98
99
100
95
98
99
98
98
100
93
93
100
100
100
100
98
100
94
100
100
99
99
100
99
95
99
99
100
97
97
100
99
100
98
99
98
98
100
96
99
99
95
97
99
99
97
99
93
98
95
100
99
100
98
100
100
99
98
100
97
97
98
97
94
98
99
99
99
95
100
99
99
99
97
97
100
98
99
99
99
97
99
98
99
100
99
99
98
97
91
98
99
99
99
99
100
99
100
100
99
99
96
99
99
99
98
100
100
94
98
98
96
100
97
98
98
99
98
99
100
100
100
100
100
97
100
98
97
97
100
100
100
100
96
99
97
99
97
97
99
97
99
97
89
97
100
99
99
99
100
100
97
100
97
99
99
98
99
99
99
100
98
100
97
99
97
95
100
96
99
100
97
100
98
98
99
99
100
99
99
99
100
99
99
99
99
95
98
97
100
99
99
97
98
98
99
98
99
96
98
97
99
99
99
92
97
97
95
98
100
99
98
98
96
99
99
99
100
100
98
97
99
99
100
100
98
100
95
99
100
99
99
99
100
100
99
98
96
97
98
98
99
99
98
100
98
98
100
98
100
100
98
97
100
97
99
97
99
99
96
98
92
99
99
99
97
99
93
99
97
99
98
99
97
97
100
100
100
99
99
97
98
99
100
98
99
98
98
99
97
98
97
97
98
100
98
99
99
96
99
96
96
98
98
98
99
98
100
97
98
98
98
99
100
99
99
100
100
96
98
99
98
99
97
99
97
99
99
99
99
98
100
100
98
94
100
100
99
99
98
99
100
99
99
97
99
92
98
97
98
99
98
100
100
97
99
96
100
95
99
98
96
92
98
100
97
100
100
98
98
100
96
100
100
99
100
100
98
100
96
98
99
97
100
99
97
100
97
99
100
100
97
98
98
99
100
96
98
98
100
97
100
98
99
98
99
96
99
99
99
99
99
99
99
99
98
98
98
100
100
98
97
96
100
100
100
97
100
98
98
100
100
96
99
100
100
98
99
98
99
95
100
96
97
99
99
100
98
98
99
100
96
99
99
99
100
98
99
99
100
99
98
100
98
98
99
100
99
98
98
94
100
97
99
98
97
100
99
100
99
96
98
100
98
95
92
98
99
100
97
100
99
99
99
99
99
99
100
98
98
99
100
99
98
97
95
96
98
98
100
100
99
99
93
100
98
98
98
97
98
97
99
99
99
98
96
100
99
98
98
98
100
100
99
95
99
95
100
96
90
99
99
100
99
100
98
97
99
99
100
100
100
100
98
100
100
100
100
98
98
99
95
100
100
97
100
100
98
97
99
98
99
100
99
100
99
99
99
98
98
100
100
97
99
99
93
98
99
100
97
99
100
100
94
99
99
100
100
99
99
100
97
98
97
99
97
99
100
100
95
93
96
99
99
100
100
94
100
99
96
97
95
99
97
98
98
100
98
98
100
97
98
95
96
98
98
98
96
99
99
100
99
98
99
98
99
99
98
97
97
100
99
99
97
98
97
99
99
97
98
99
99
100
97
99
99
98
96
100
98
96
94
99
98
97
100
100
97
100
100
97
97
100
97
99
100
98
100
98
98
100
99
97
97
98
99
99
98
100
99
99
98
96
95
99
98
100
99
97
100
99
97
99
97
100
99
99
98
93
100
100
95
97
99
100
95
99
98
100
99
100
100
98
98
99
98
99
100
98
100
99
99
99
100
98
97
99
97
98
98
100
97
97
98
99
100
98
99
100
100
99
98
99
100
100
98
99
98
99
96
98
99
97
93
99
97
99
99
100
100
98
99
99
100
97
98
97
100
100
100
99
100
98
98
96
99
99
99
98
98
100
97
98
99
99
100
99
98
99
97
100
99
100
97
98
98
97
99
95
100
92
100
99
97
100
97
99
94
99
99
98
100
93
99
100
94
97
98
98
98
100
99
99
98
97
99
100
99
100
95
98
98
95
99
98
94
100
98
98
99
100
97
99
92
99
96
97
98
99
99
99
99
98
99
98
99
100
98
95
94
99
94
99
99
100
99
100
100
99
97
96
100
99
99
99
100
100
97
99
96
100
100
99
100
97
99
94
98
95
98
99
100
99
100
99
100
99
100
99
99
100
99
99
99
100
99
100
99
95
100
98
99
96
97
97
99
100
97
98
99
99
97
99
100
100
98
98
98
99
100
100
97
97
100
95
97
97
100
97
99
99
97
98
100
100
98
98
100
100
98
99
98
95
100
100
97
100
99
98
97
100
99
97
98
98
98
99
99
99
99
99
99
98
100
100
99
100
99
100
100
99
99
98
98
100
99
97
95
99
97
96
99
98
100
99
100
99
97
97
99
97
99
98
97
99
95
95
99
97
99
99
99
100
98
99
99
99
98
97
98
98
100
99
99
100
100
95
100
97
98
100
99
100
99
100
96
98
96
100
98
100
99
99
99
98
100
96
100
96
100
95
99
97
96
100
98
98
100
96
96
100
100
97
100
99
99
100
96
100
98
99
97
98
96
99
100
99
97
97
99
98
97
100
98
99
98
99
100
99
99
99
97
99
99
100
98
99
100
99
98
99
99
100
100
100
99
99
99
100
99
96
100
99
100
97
93
98
99
100
99
99
100
99
99
100
98
98
96
99
99
94
99
100
100
100
100
96
97
99
98
97
97
100
97
100
98
98
99
100
100
97
100
98
100
98
100
100
100
100
97
100
98
99
99
100
98
100
99
100
100
98
100
100
96
100
96
100
99
95
98
100
99
99
99
98
98
98
99
96
100
99
98
99
100
98
100
100
96
100
99
99
98
97
99
97
100
100
98
97
100
99
100
100
94
99
97
99
100
97
100
98
100
97
99
100
98
97
98
97
100
99
99
99
100
100
99
99
98
98
98
99
100
100
99
99
99
95
96
99
98
92
99
99
99
95
99
99
99
98
97
98
98
99
98
100
99
97
99
98
100
99
97
99
94
100
97
100
98
99
99
99
99
97
100
100
98
99
98
100
100
99
98
98
100
99
100
99
99
96
100
100
99
97
100
97
99
99
99
100
97
100
97
97
96
98
98
99
97
97
97
100
99
100
96
95
97
100
99
99
95
98
98
99
98
98
97
98
94
96
100
97
98
99
97
100
99
99
100
98
100
99
100
100
100
99
94
99
97
99
97
100
98
92
100
100
100
100
99
99
100
97
95
95
99
100
93
92
99
99
100
100
99
99
99
96
99
99
99
99
99
96
99
97
99
99
99
98
97
99
96
99
94
100
99
98
99
99
100
96
96
99
99
99
98
100
100
100
98
96
98
99
94
97
99
98
95
100
99
98
99
100
99
100
98
99
98
99
98
100
100
100
99
100
100
95
99
97
100
96
98
99
100
96
100
99
98
96
98
99
98
96
100
100
100
100
94
99
100
96
100
98
100
100
100
99
100
98
98
99
99
95
97
99
98
96
99
99
98
99
100
98
97
98
98
97
97
98
98
100
95
97
100
100
99
98
96
98
100
99
100
96
99
99
100
99
99
99
99
100
99
100
99
97
100
99
96
98
100
100
98
100
99
97
99
100
98
98
97
96
99
97
100
100
97
98
99
100
99
100
100
100
95
99
98
99
100
100
99
97
98
100
98
98
98
98
100
98
96
100
97
98
98
99
98
100
100
99
99
99
97
98
98
99
98
100
100
100
100
98
96
98
96
99
100
99
99
98
100
100
98
99
100
97
100
100
98
98
100
99
99
100
98
96
97
100
98
94
97
96
98
99
100
97
100
99
99
100
100
95
98
100
99
96
99
100
99
100
98
100
96
99
97
99
100
100
100
98
99
96
96
99
98
100
100
95
97
99
99
98
99
100
96
99
100
98
99
100
98
100
100
98
100
97
99
100
98
96
99
99
96
99
100
100
100
100
99
99
98
100
100
99
99
100
99
100
99
99
100
99
91
97
98
100
99
98
100
98
100
100
99
98
98
100
100
97
99
97
96
99
97
99
100
99
99
99
98
99
97
100
98
100
99
99
100
98
99
99
100
98
100
99
97
95
99
92
99
99
97
96
100
98
99
97
100
99
94
97
99
100
99
98
98
98
98
99
99
98
100
99
98
98
100
100
96
97
96
97
97
99
99
97
99
100
97
97
99
96
100
99
98
98
99
98
100
98
95
99
97
96
97
100
100
100
95
96
98
100
97
94
100
98
100
100
100
98
99
99
98
100
98
99
95
100
99
97
96
99
98
98
96
99
98
98
99
99
97
100
100
97
99
97
97
100
99
100
99
95
99
95
99
99
100
100
99
100
97
98
98
100
100
98
100
98
97
99
97
99
98
94
96
98
98
99
96
100
99
99
99
97
100
99
99
100
99
100
100
96
97
100
93
97
98
97
99
97
98
100
100
100
97
100
94
99
100
100
100
99
96
97
97
95
98
100
98
96
99
98
99
98
92
98
99
99
95
99
97
96
100
100
100
100
99
98
99
98
97
100
100
99
100
100
99
99
99
100
99
99
97
99
96
100
100
99
99
96
96
100
99
100
98
98
96
97
100
99
98
99
99
100
100
100
99
99
100
99
99
100
99
100
96
100
98
98
98
99
96
97
97
100
100
100
99
99
100
100
97
95
99
98
98
98
98
97
94
100
100
100
99
99
100
93
100
97
100
98
99
100
99
98
100
99
100
100
96
100
99
100
100
100
99
98
100
98
99
98
100
94
100
98
99
97
99
97
100
97
98
100
100
99
100
99
99
96
99
99
98
100
100
99
100
99
99
99
99
93
98
100
100
100
96
93
99
100
93
100
100
100
96
94
98
98
100
98
100
98
100
95
100
97
100
98
99
94
100
99
99
98
99
100
93
99
99
96
97
99
98
100
98
100
99
99
100
99
93
99
96
100
100
100
99
100
99
97
98
98
99
94
99
97
96
100
100
93
99
100
97
100
97
92
100
98
99
99
99
99
97
92
99
96
98
99
97
99
94
99
100
98
100
98
98
97
100
98
98
99
98
97
99
95
100
97
99
100
98
100
97
97
100
100
99
97
97
98
96
99
98
99
99
97
98
97
99
97
98
100
98
100
99
95
97
100
99
100
98
100
99
99
98
96
99
100
97
96
97
100
100
99
98
98
98
99
98
99
100
99
98
96
96
99
99
98
100
98
98
99
99
98
99
96
98
100
97
97
98
96
96
100
99
98
99
99
99
98
99
98
100
100
99
99
97
100
99
99
98
99
98
98
94
100
97
99
99
98
99
98
98
98
98
99
100
96
100
99
99
96
99
99
98
96
99
99
100
99
99
99
100
100
99
99
98
99
97
99
93
98
100
99
98
100
99
98
98
96
100
97
100
97
97
97
99
99
97
100
98
97
95
99
99
99
97
99
97
100
99
98
99
100
97
100
97
100
96
98
99
100
95
100
99
100
96
99
99
99
98
99
100
98
97
99
100
95
99
98
99
100
99
97
98
97
100
99
99
97
98
99
98
98
98
100
99
98
97
98
98
95
99
99
99
100
95
99
99
100
100
100
99
98
100
98
99
100
96
97
98
98
100
100
100
98
100
99
93
99
95
99
100
98
99
100
96
97
97
97
99
97
97
98
98
100
95
99
98
98
99
94
97
98
95
99
98
100
100
99
98
100
92
100
98
100
100
99
99
96
98
100
100
97
98
99
100
100
97
100
99
96
100
100
100
98
99
100
97
99
98
100
100
98
97
99
100
98
100
100
99
100
100
100
99
100
99
100
99
100
97
99
99
95
100
99
100
95
98
98
98
99
100
96
100
98
95
100
98
96
100
98
99
92
98
100
100
100
99
99
98
99
100
98
98
99
99
99
99
99
95
100
98
98
99
96
99
97
100
98
98
99
100
100
100
100
100
99
98
99
99
96
96
100
98
98
99
98
98
99
96
98
98
99
100
99
98
99
100
97
98
99
99
99
98
100
100
100
100
97
98
99
99
100
98
100
100
100
100
99
99
98
100
98
99
99
100
97
100
100
97
98
93
100
96
97
100
91
99
94
98
97
99
99
99
98
100
99
96
100
100
99
94
100
98
97
99
100
100
98
97
97
95
99
98
98
100
100
97
98
99
97
100
98
100
96
99
100
100
97
97
99
89
100
99
98
99
99
97
97
100
100
100
94
99
94
96
97
100
97
97
99
100
96
100
99
100
94
98
99
100
92
99
98
98
98
96
98
99
96
98
99
100
97
98
96
100
94
100
99
98
99
99
98
99
100
98
98
99
99
99
100
99
99
99
100
100
100
100
99
100
100
99
100
100
96
99
100
99
99
98
100
99
99
97
99
99
98
98
100
98
92
100
100
100
99
100
98
95
98
99
100
100
99
100
98
98
99
99
98
98
100
99
99
99
99
99
99
100
96
98
99
100
100
98
100
95
99
98
96
97
99
97
98
100
99
98
97
99
100
99
100
99
99
100
100
99
98
100
99
98
99
99
100
96
97
98
99
100
97
100
95
97
97
96
90
99
100
100
98
98
98
98
99
98
99
99
97
97
100
96
98
98
98
97
97
100
98
99
99
99
100
98
99
96
99
99
98
98
95
100
100
98
97
99
98
97
96
96
100
100
100
100
99
99
96
99
100
100
98
100
98
100
98
96
99
98
98
100
100
95
94
98
98
100
99
100
99
100
97
100
100
99
97
94
100
98
100
97
99
97
95
98
98
98
100
100
95
100
100
100
100
97
98
99
99
100
96
99
100
99
98
86
100
99
99
95
97
100
97
100
99
100
97
99
97
100
98
98
99
97
96
100
99
98
100
98
98
99
100
98
99
96
99
96
97
97
100
100
96
97
100
97
100
100
100
100
99
98
100
98
99
98
99
99
97
98
98
98
100
99
96
100
99
98
100
99
98
100
100
99
99
99
98
99
99
99
98
100
97
97
99
100
100
100
96
98
96
96
99
97
97
99
97
93
98
96
100
100
100
96
100
98
93
99
100
100
99
100
99
99
100
100
99
97
96
98
97
97
98
98
98
98
97
100
98
98
100
99
100
97
100
100
99
100
99
99
99
99
99
100
99
99
100
100
98
96
98
99
100
98
97
97
97
97
97
100
97
95
100
97
94
99
100
94
99
99
98
90
99
99
99
98
99
100
98
98
98
99
99
100
97
100
99
97
98
99
99
100
96
97
100
100
98
98
96
97
98
100
98
93
98
96
98
96
100
99
97
98
97
97
98
96
96
97
98
100
99
99
100
97
100
100
99
99
96
99
100
100
94
100
98
99
100
100
95
93
99
96
98
100
97
99
99
96
100
98
100
99
99
99
99
99
100
98
95
100
98
100
98
100
97
98
99
98
100
100
99
99
100
99
99
96
95
96
98
99
98
99
100
100
99
100
97
97
98
99
95
98
98
99
98
97
99
100
98
97
99
97
99
100
99
98
98
99
100
99
99
96
95
100
96
99
100
100
99
98
100
98
96
98
98
100
98
100
100
97
95
99
99
99
97
99
97
99
100
98
100
100
96
99
98
97
100
98
100
99
100
99
99
98
100
99
99
99
98
96
100
97
97
97
100
100
99
97
97
97
97
93
98
100
99
99
97
93
98
89
100
100
98
100
98
100
99
99
97
96
99
100
97
100
97
99
99
97
100
98
97
98
95
99
100
99
100
99
97
100
99
99
99
100
99
99
98
100
98
99
99
100
98
100
100
98
97
93
98
97
100
98
100
100
100
97
100
98
99
96
99
100
98
99
100
97
98
100
97
100
100
100
100
100
100
99
98
99
97
100
99
98
98
96
99
100
98
99
100
98
95
100
99
92
100
100
97
99
99
99
97
99
99
100
100
99
99
98
99
98
96
99
97
100
99
99
100
97
100
100
94
98
96
100
100
100
98
99
100
100
98
100
98
98
98
99
97
99
99
99
96
93
100
99
100
98
96
98
99
96
99
99
98
99
93
100
99
100
100
98
97
100
98
97
99
100
99
100
96
99
98
99
98
100
96
98
100
96
100
97
97
97
100
99
98
98
100
98
99
99
100
100
100
98
99
97
99
100
100
100
94
100
100
93
100
99
97
98
98
97
99
99
97
97
100
99
98
99
97
98
99
99
96
98
100
100
97
99
96
94
99
100
97
100
99
99
99
99
96
99
100
99
99
99
99
100
96
95
99
98
100
100
99
98
99
98
98
100
96
99
98
99
96
99
98
100
99
96
96
100
99
100
99
98
100
99
98
99
99
98
97
96
100
98
94
98
100
99
95
100
100
99
100
95
97
99
100
100
98
95
99
100
99
99
99
97
95
99
100
97
100
99
99
98
96
100
98
98
99
96
99
99
97
98
97
100
97
98
99
99
100
100
100
99
98
99
100
99
99
99
100
98
100
97
100
97
98
95
99
98
99
98
100
100
97
99
99
100
97
99
97
98
98
99
98
96
96
97
100
97
100
100
98
99
98
99
99
100
97
98
99
98
98
100
97
98
100
99
99
100
96
99
100
99
99
98
96
100
97
94
99
97
100
100
98
100
90
98
98
99
99
97
99
99
100
98
99
97
99
99
99
100
98
97
95
97
100
97
99
96
97
98
97
96
97
100
100
97
99
95
96
100
98
100
96
97
93
99
99
99
97
99
99
99
98
100
100
99
97
98
97
93
98
97
98
95
96
